uniprotAC,superkingdom,phylum,class,order,family,genus,species,deepfri prediction1,deepfri prediction2
A0A1F7Y128,Bacteria,Candidatus Woesebacteria,,,,,Candidatus Woesebacteria bacterium RIFCSPHIGHO2_01_FULL_38_9,RNA binding,transferring phosphorus-containing groups
A0A085L9I3,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,,Peptococcaceae bacterium SCADC1_2_3,DNA binding,transcription regulator activity
A0A7G9YY27,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,,,Methanosarcinales archaeon ANME-1 ERB6,DNA binding,
I4DAZ4,Bacteria,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus,Desulfosporosinus acidiphilus,acting on ester bonds,DNA binding
A0A524AM31,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,DNA binding,transcription regulator activity
A0A2M6YVL2,Bacteria,Candidatus Roizmanbacteria,,,,,Candidatus Roizmanbacteria bacterium CG07_land_8_20_14_0_80_34_15,carbon-oxygen lyase activity,lyase activity
A0A5E4KF11,Archaea,,,,,,Uncultured archaeon,DNA binding,transcription regulator activity
A0A2V3JI51,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,,,ANME-2 cluster archaeon,DNA binding,
A0A661QJH2,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,structural constituent of ribosome,DNA binding
A0A524ASV3,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,DNA binding,
A0A497B3B8,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,acting on ester bonds,nuclease activity
A0A1G0KZU1,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium RIFOXYB2_FULL_38_6,acting on a protein,transferring acyl groups
A0A520K8M5,Archaea,Euryarchaeota,Methanomicrobia,Methanophagales,,,Methanophagales archaeon ANME-1-THS,DNA binding,transcription regulator activity
A0A662I3Y1,Archaea,Thermoproteota,Thermoprotei,,,,Thermoprotei archaeon,acting on ester bonds,DNA binding
A0A2H0YLI4,Bacteria,Candidatus Nealsonbacteria,,,,,Candidatus Nealsonbacteria bacterium CG08_land_8_20_14_0_20_38_20,nuclease activity,acting on ester bonds
A0A662Q790,Archaea,Nitrososphaerota,,,,,Nitrososphaerota archaeon (Thaumarchaeota archaeon),DNA binding,sequence-specific double-stranded DNA binding
A0A662BLA3,Bacteria,Bacteroidota,,,,,Bacteroidota bacterium,transferring glycosyl groups,structural molecule activity
A0A662RF57,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,,,Methanosarcinales archaeon,DNA binding,lyase activity
A0A089ZB40,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium formicicum,DNA binding,transcription regulator activity
A0A0S7XTZ3,Bacteria,Thermodesulfobacteriota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter sp. DG_60,acting on ester bonds,nuclease activity
A0A497GR18,Archaea,Thermoproteota,Thermoprotei,,,,Thermoprotei archaeon,nuclease activity,acting on ester bonds
A0A432QWA9,Bacteria,Aquificota,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,Desulfurobacterium sp,transcription regulator activity,DNA-binding transcription factor activity
A0A497G1B9,Archaea,Thermoproteota,Thermoprotei,,,,Thermoprotei archaeon,structural molecule activity,structural constituent of eye lens
A0A3M1WPF7,Bacteria,Acidobacteriota,,,,,Acidobacteriota bacterium,carbohydrate derivative binding,acting on a protein
A0A3N5NKA7,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,DNA binding,
A0A1G3Y2D4,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,Thermodesulfovibrionaceae,Thermodesulfovibrio,Thermodesulfovibrio sp. RBG_19FT_COMBO_42_12,acting on ester bonds,acting on RNA
A0A1F7GCE5,Bacteria,Candidatus Roizmanbacteria,,,,,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_39_12b,DNA binding,transferring phosphorus-containing groups
A0A2V3JP24,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,,,ANME-2 cluster archaeon,DNA binding,lyase activity
A0A497QLJ1,Archaea,Candidatus Thorarchaeota,,,,,Thorarchaeota archaeon (strain OWC),DNA binding,transcription regulator activity
A0A661VYI4,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,DNA binding,
A0A368TL73,Archaea,Euryarchaeota,Methanomicrobia,Methanophagales,,,Methanophagales archaeon,DNA binding,DNA-binding transcription factor activity
A0A1G3Y0F9,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,Thermodesulfovibrionaceae,Thermodesulfovibrio,Thermodesulfovibrio sp. RBG_19FT_COMBO_42_12,acting on ester bonds,nuclease activity
A0A1G1H4S1,Bacteria,Nitrospirota,,,,,Nitrospirae bacterium RBG_19FT_COMBO_42_15,DNA binding,
A0A524A6M3,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,acting on a protein,transferring glycosyl groups
A0A1V1NYU8,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Candidatus Magnetoglobus,Candidatus Magnetoglobus multicellularis,acting on ester bonds,transferring phosphorus-containing groups
A0A662VKL8,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,,,Archaeoglobales archaeon,acting on RNA,acting on ester bonds
A0A811THE2,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,,Candidatus Argoarchaeum,Candidatus Argoarchaeum ethanivorans,DNA binding,transcription regulator activity
A0A1E3XFE6,Bacteria,Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Scalinduaceae,Candidatus Scalindua,Candidatus Scalindua rubra,acting on ester bonds,DNA binding
A0A2M7XZ54,Bacteria,Candidatus Roizmanbacteria,,,,,Candidatus Roizmanbacteria bacterium CG_4_9_14_3_um_filter_33_18,hydro-lyase activity,lyase activity
A0A662A3W5,Bacteria,Bacteroidota,,,,,Bacteroidota bacterium,transition metal ion binding,zinc ion binding
A0A524AF20,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,lyase activity,
A0A2M7AP03,Bacteria,Armatimonadota,,,,,Armatimonadetes bacterium CG07_land_8_20_14_0_80_40_9,acting on ester bonds,nuclease activity
A0A524AH00,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,cytoskeletal protein binding,actin binding
F2KQE1,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus veneficus,acting on ester bonds,lyase activity
A0A1J4ZYN6,Bacteria,Chloroflexota,Anaerolineae,,,,Anaerolineae bacterium CG2_30_64_16,acting on ester bonds,nuclease activity
A0A497AHD7,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,acting on RNA,
A0A3G1A5H6,Archaea,Thermoproteota,Thermoprotei,Thermofilales,Thermofilaceae,Thermofilum,Thermofilum adornatum,carbohydrate derivative binding,ribonucleotide binding
A0A1E3XEK2,Bacteria,Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Scalinduaceae,Candidatus Scalindua,Candidatus Scalindua rubra,DNA binding,transition metal ion binding
A0A6A0HSZ6,Bacteria,,,,,,candidate division KSB1 bacterium,DNA binding,transcription regulator activity
A0A2V3JWW4,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,,,ANME-2 cluster archaeon,DNA binding,
A0A522BXR5,Bacteria,Nitrospirota,,,,,Nitrospirota bacterium,RNA binding,acting on ester bonds
A0A524APW6,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,DNA binding,transcription regulator activity
A0A1W9V0P9,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,,Anaerolineaceae bacterium 4572_5.2,transition metal ion binding,
A0A419FTU3,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,,Nitrospiraceae bacterium,nuclease activity,acting on ester bonds
A0A520K5L1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,,,Methanosarcinales archaeon,DNA binding,
A0A661VHB1,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,structural molecule activity,DNA binding
D3S222,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Ferroglobus,Ferroglobus placidus,RNA binding,
A0A1E7JED6,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,,,Desulfobacterales bacterium S5133MH4,copper ion binding,transition metal ion binding
A0A3M1LJK6,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,acting on ester bonds,DNA binding
A0A3M1ELS1,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,signaling receptor binding,structural molecule activity
A0A399ZVM9,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,DNA binding,transcription regulator activity
A0A5N1J732,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Spirosomaceae,Larkinella,Larkinella humicola,tetrapyrrole binding,heme binding
A0A1F8TQW9,Bacteria,Chloroflexota,,,,,Chloroflexi bacterium RIFOXYD12_FULL_57_15,acting on ester bonds,
A0A497B4Z2,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,DNA binding,RNA binding
A0A6L4B429,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Zoogloea,Zoogloea sp,lyase activity,DNA binding
A0A1F4HLG5,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,,Burkholderiales bacterium RIFCSPHIGHO2_12_FULL_61_11,ligase activity,rotational mechanism
A0A521HKC3,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,transition metal ion binding,acting on carbon-nitrogen (but not peptide) bonds
S9ZLM3,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,Thauera terpenica,acting on ester bonds,transferring phosphorus-containing groups
A0A1E4L3B3,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus,Thiobacillus sp. SCN 63-374,lyase activity,
A0A1G0NIN9,Bacteria,Pseudomonadota,Hydrogenophilia,Hydrogenophilales,,,Hydrogenophilales bacterium RIFOXYD1_FULL_62_11,transition metal ion binding,
A0A522IVV9,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp,carbohydrate derivative binding,transporter activity
A0A4S4B4D7,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Pseudothauera,Pseudothauera nasutitermitis,cation transmembrane transporter activity,transporter activity
A0A2N1XDU0,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium HGW-Gammaproteobacteria-4,nickel cation binding,transition metal ion binding
A0A106BP30,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus,Thiobacillus denitrificans,transition metal ion binding,nickel cation binding
A0A1N6XRP9,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Aromatoleum,Aromatoleum tolulyticum,acting on RNA,acting on ester bonds
Q3SJ21,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus,Thiobacillus denitrificans,transition metal ion binding,nickel cation binding
N6YGJ0,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,Thauera sp. 27,nickel cation binding,DNA binding
A0A522LV39,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,nuclease activity,nickel cation binding
H0Q1W9,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus sp. KH32C,transition metal ion binding,nickel cation binding
B9YZ05,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Pseudogulbenkiania,Pseudogulbenkiania ferrooxidans,transferring phosphorus-containing groups,kinase activity
A0A127K6U5,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,Thauera humireducens,lyase activity,transferring phosphorus-containing groups
A0A522IS14,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp,transporter activity,transmembrane transporter activity
A0A5C1EB61,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Oryzomicrobium,Oryzomicrobium terrae,with incorporation or reduction of molecular oxygen,monosaccharide binding
A0A2T4IKE0,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Pseudothauera,Pseudothauera lacus,copper ion binding,transition metal ion binding
A0A519BDU8,Bacteria,,Deltaproteobacteria,Candidatus Acidulodesulfobacterales,,Candidatus Acidulodesulfobacterium,Candidatus Acidulodesulfobacterium ferriphilum,acting on a protein,transition metal ion binding
Q2SW59,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia thailandensis,ribonucleotide binding,carbohydrate derivative binding
N6YTZ9,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,Thauera linaloolentis,transition metal ion binding,lyase activity
A0A1G3HYU1,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax sp. RIFCSPLOWO2_12_FULL_60_11,nickel cation binding,transition metal ion binding
A0A2K9LED5,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,,Rhodocyclaceae bacterium,transporter activity,transmembrane transporter activity
A0A258R5Z4,Bacteria,Pseudomonadota,Hydrogenophilia,Hydrogenophilales,,,Hydrogenophilales bacterium 28-61-11,nuclease activity,
A0A1F4JRR4,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,,Burkholderiales bacterium RIFCSPLOWO2_02_FULL_57_36,transition metal ion binding,ribonucleotide binding
A0A2N2URN8,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium HGW-Betaproteobacteria-13,transcription regulator activity,nickel cation binding
C4ZN16,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,Thauera sp. (strain MZ1T),DNA binding,transcription regulator activity
A0A1E3XAI0,Bacteria,Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Scalinduaceae,Candidatus Scalindua,Candidatus Scalindua rubra,structural molecule activity,structural constituent of ribosome
A0A661VG46,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,transporter activity,inorganic molecular entity transmembrane transporter activity
A0A2N2Q0J1,Bacteria,Chloroflexota,,,,,Chloroflexi bacterium HGW-Chloroflexi-1,acting on a protein,molecular function regulator
A0A3A4WQ00,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,,Desulfobacteraceae bacterium,acting on NAD(P)H,
A0A661CZZ0,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,structural molecule activity,acting on a protein
A0A1W9R4R5,Bacteria,Bacteroidota,,,,,Bacteroidetes bacterium 4484_249,DNA binding,
A0A497A7D7,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,DNA binding,
A0A1J5J8E4,Bacteria,Thermodesulfobacteriota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,,Syntrophobacteraceae bacterium CG2_30_61_12,methyltransferase activity,transferring one-carbon groups
A0A1W9MKW3,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,,Desulfobacteraceae bacterium IS3,DNA binding,
A0A3L7XT58,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,DNA binding,single-stranded DNA binding
A0A497BV66,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,RNA binding,
A0A3M1L9M3,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,DNA binding,
A0A3A0BT77,Bacteria,,,,,,candidate division KSB1 bacterium,acting on NAD(P)H,quinone or similar compound as acceptor
A0A6L3F263,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,acting on NAD(P)H,
A0A1V1NZK2,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Candidatus Magnetoglobus,Candidatus Magnetoglobus multicellularis,acting on NAD(P)H,NADH dehydrogenase activity
A0A1W9MPI5,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,,Desulfobacteraceae bacterium IS3,acting on a protein,methyltransferase activity
A0A1W9TJS2,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,,Desulfobacteraceae bacterium 4572_187,RNA binding,DNA binding
A0A6A0HQY2,Bacteria,,,,,,candidate division KSB1 bacterium,carbohydrate derivative binding,ribonucleotide binding
A0A2N2PUR1,Bacteria,Chloroflexota,,,,,Chloroflexi bacterium HGW-Chloroflexi-1,DNA binding,transcription regulator activity
A0A2N2PW40,Bacteria,Chloroflexota,,,,,Chloroflexi bacterium HGW-Chloroflexi-1,carbohydrate derivative binding,acting on acid anhydrides
A0A1J4SAG9,Bacteria,Chloroflexota,Anaerolineae,,,,Anaerolineae bacterium CG1_02_58_13,DNA binding,
A0A1F9MN97,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium RIFOXYD12_FULL_50_9,DNA binding,RNA binding
A0A1J5ARS2,Bacteria,Chloroflexota,Anaerolineae,,,,Anaerolineae bacterium CG2_30_64_16,molecular function regulator,
A0A661W2D6,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,DNA binding,acting on ester bonds
A0A1W9W524,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,,Anaerolineaceae bacterium 4572_78,acting on ester bonds,
A0A1J5A0C7,Bacteria,Chloroflexota,Anaerolineae,,,,Anaerolineae bacterium CG2_30_64_16,thiolester hydrolase activity,isomerase activity
A0A2M7KNF3,Bacteria,Armatimonadota,,,,,Armatimonadetes bacterium CG_4_8_14_3_um_filter_66_20,DNA binding,transcription regulator activity
A0A1W9W6G7,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,,Anaerolineaceae bacterium 4572_78,RNA binding,DNA binding
A0A2N2PN71,Bacteria,Chloroflexota,,,,,Chloroflexi bacterium HGW-Chloroflexi-1,adenyl ribonucleotide binding,adenyl nucleotide binding
A0A6A0I1T8,Bacteria,,,,,,candidate division KSB1 bacterium,DNA binding,sequence-specific DNA binding
K9ZNA1,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,Anabaena cylindrica,DNA binding,
A0A524A415,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,DNA binding,
A0A2N2PTT8,Bacteria,Chloroflexota,,,,,Chloroflexi bacterium HGW-Chloroflexi-1,lyase activity,
A0A3A0A7M1,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,acting on ester bonds,nuclease activity
A0A0S8B9F2,Bacteria,Chloroflexota,Anaerolineae,,,,Anaerolineae bacterium SG8_19,DNA binding,
A0A1J5A0S7,Bacteria,Chloroflexota,Anaerolineae,,,,Anaerolineae bacterium CG2_30_64_16,structural molecule activity,RNA binding
A0A318CVP8,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,DNA binding,
A0A497BQF9,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,transition metal ion binding,
A0A661W530,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,acting on RNA,DNA binding
A0A0P8CB26,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,Phormidium sp. OSCR,DNA binding,
A0A1W9WD44,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,,Anaerolineaceae bacterium 4572_78,DNA binding,transcription regulator activity
A0A3L7X951,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,DNA binding,
H8Z264,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodovibrio,Thiorhodovibrio sp. 970,DNA binding,
A0A1W9V0E9,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,,Anaerolineaceae bacterium 4572_5.1,DNA binding,
A0A161K3U5,Bacteria,Chloroflexota,Ardenticatenia,,,Candidatus Promineifilum,Candidatus Promineofilum breve,DNA binding,transcription regulator activity
A0A1J4ZME0,Bacteria,Chloroflexota,Anaerolineae,,,,Anaerolineae bacterium CG2_30_58_95,RNA binding,DNA binding
A0A524AUA9,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,DNA binding,
A0A1W9UX82,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,,Anaerolineaceae bacterium 4572_5.1,DNA binding,transcription regulator activity
A0A524AHJ7,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,methyltransferase activity,transferring one-carbon groups
A0A3M1PAG6,Bacteria,Calditrichota,,,,,Calditrichota bacterium,acting on NAD(P)H,
A0A1W9X8V6,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Beggiatoa,Beggiatoa sp. 4572_84,transferring acyl groups,transferring acyl groups other than amino-acyl groups
